"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS6","SBS7a","SBS7b","SBS7c","SBS7d","SBS8","SBS9","SBS10a","SBS10b","SBS10c","SBS10d","SBS11","SBS12","SBS13","SBS14","SBS15","SBS16","SBS17a","SBS17b","SBS18","SBS19","SBS20","SBS21","SBS22","SBS23","SBS24","SBS25","SBS26","SBS28","SBS29","SBS30","SBS31","SBS32","SBS33","SBS34","SBS35","SBS36","SBS37","SBS38","SBS39","SBS40","SBS41","SBS42","SBS44","SBS84","SBS85","SBS86","SBS87","SBS88","SBS89","SBS90","SBS91","SBS92","SBS93","SBS94"
"SBS21",-0.251039505523201,-0.366070147568982,-0.1875,-0.1875,-0.45,-0.1875,0.0232119172721315,0.65,-0.28125,-0.0119182823655699,0.238365647311398,-0.28125,0.35,0,-0.28125,0,0.0953462589245592,-0.62672176634755,0.46423834544263,0.840605524047293,0.013558153613666,0.228217732293819,-0.366070147568982,0.0928476690885259,0.550019098216927,-0.278543007265578,-0.1875,1,-0.45,-0.1875,-0.15,NA,0.244046765045988,0.623675066228637,-0.550019098216927,-0.492725442152664,-0.28125,-0.119182823655699,-0.365148371670111,-0.536322706450646,NA,NA,0.244046765045988,-0.1875,0.013558153613666,-0.366070147568982,NA,0.596558759001305,-0.1875,0.119182823655699,-0.45,-0.15,0.244046765045988,-0.0119182823655699,0.297927011534169,-0.1875,-0.255331089993446,NA,-0.366070147568982,NA
"SBS22",-0.16431676725155,0.61825180478317,-0.3,0.6,0.48,-0.3,0.129986736723936,-0.72,-0.15,0.0190692517849118,-0.104880884817015,0.475,-0.72,-0.190692517849118,-0.45,0.171623266064207,-0.228831021418942,0.259973473447873,0.222834405812462,-0.585712236110372,-0.292856118055186,0.182574185835055,0.303702640946119,-0.0742781352708207,-0.77919372247398,0.705642285072797,0.6,-0.45,1,0.6,0.06,NA,-0.130158274691194,0.130158274691194,0.0458349248514106,0.256675579167899,0.05,-0.286038776773678,0.0365148371670111,0.314642654451045,NA,NA,-0.108465228909328,0.45,0.130158274691194,0.130158274691194,NA,-0.585712236110372,0.15,-0.715096941934194,0.28,0.48,0.509786575873842,-0.0953462589245592,-0.357512413841002,0.6,0.0928476690885259,NA,0.27116307227332,NA
"SBS23",-0.273861278752583,0.650791373455968,-0.125,1,0.6,-0.125,0,-0.3,-0.1875,-0.357548470967097,0.286038776773678,-0.1875,-0.3,-0.357548470967097,-0.1875,-0.357548470967097,0.429058165160517,0.417814510898367,0.278543007265578,-0.244046765045988,-0.244046765045988,0.547722557505166,-0.244046765045988,-0.417814510898367,-0.481266710939811,0.557086014531156,1,-0.1875,0.6,1,-0.3,NA,0.325395686727984,0.650791373455968,-0.137504774554232,-0.275009549108463,-0.1875,-0.357548470967097,0,0.286038776773678,NA,NA,-0.244046765045988,-0.125,0.650791373455968,0.650791373455968,NA,-0.244046765045988,-0.125,-0.357548470967097,0.45,0.45,0.650791373455968,-0.357548470967097,-0.481266710939811,1,-0.417814510898367,NA,-0.244046765045988,NA
"SBS24",-0.401663208837122,-0.282009595164253,-0.3,-0.3,0.44,0.3,0.352821142536399,-0.12,0.05,0.152554014279295,-0.591146805332267,0.05,-0.14,-0.619750683009635,-0.45,-0.219296395526486,-0.162088640171751,-0.297112541083283,-0.649933683619682,-0.227776980709589,0.607405281892237,0.219089023002066,-0.0976187060183953,-0.167125804359347,0.165005729465078,-0.148556270541641,-0.3,-0.15,0.06,-0.3,1,NA,-0.585712236110372,-0.357935255400783,-0.256675579167899,-0.12833778958395,-0.45,-0.123950136601927,0.438178046004133,-0.228831021418942,NA,NA,0.130158274691194,-0.3,0.0325395686727984,-0.282009595164253,NA,-0.292856118055186,0.45,-0.276504150881222,-0.24,-0.54,-0.585712236110372,0.0381385035698237,-0.0275009549108463,-0.3,0.185695338177052,NA,0.520633098764775,NA
"SBS25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBS26",0.386157541760903,-0.0235294117647059,-0.244046765045988,0.325395686727984,-0.130158274691194,-0.244046765045988,0.42297123461815,0.401321346964514,-0.366070147568982,-0.698068381493276,0.858365565391732,-0.366070147568982,0.520633098764775,0.460208044095567,0.230488611432322,-0.27922735259731,0.444695413395716,0.382688259892611,0.614315364564455,0.452941176470588,-0.476470588235294,0.346551640041836,-0.476470588235294,0.120848924176614,0.333090206275357,-0.0503537184069226,0.325395686727984,0.244046765045988,-0.130158274691194,0.325395686727984,-0.585712236110372,NA,1,0.452941176470588,0.188916833409904,-0.343033197507457,0.379628301182648,0.253372968097559,-0.574285574926471,0.367132259896464,NA,NA,0,-0.244046765045988,-0.0235294117647059,0.558823529411765,NA,-0.105882352941176,-0.244046765045988,0.55328382829467,-0.206083934927723,0.27116307227332,0.452941176470588,-0.299910860197111,0.283375250114856,0.325395686727984,-0.151061155220768,NA,-0.476470588235294,NA
"SBS28",-0.405960492620436,0.235294117647059,-0.244046765045988,0.650791373455968,0.130158274691194,-0.244046765045988,0.020141487362769,0.260316549382387,-0.366070147568982,-0.299910860197111,0.418841028895965,-0.366070147568982,0.0325395686727984,-0.27922735259731,-0.366070147568982,-0.27922735259731,0.413670151996015,-0.151061155220768,0.584103133520302,0.452941176470588,-0.188235294117647,0.613891476645538,-0.476470588235294,-0.261839335715997,0.0447434605444509,0.231627104671844,0.650791373455968,0.623675066228637,0.130158274691194,0.650791373455968,-0.357935255400783,NA,0.452941176470588,1,-0.53195003091736,-0.601550969542062,-0.366070147568982,-0.372303136796414,-0.287142787463236,-0.186151568398207,NA,NA,0,-0.244046765045988,0.523529411764706,0.235294117647059,NA,0.264705882352941,-0.244046765045988,-0.186151568398207,0.0108465228909328,0.238623503600522,0.711764705882353,-0.299910860197111,-0.154116364097553,0.650791373455968,-0.533749415113379,NA,-0.476470588235294,NA
"SBS29",0.669461927004578,0.298289736963006,0,-0.137504774554232,-0.12833778958395,0.275009549108463,-0.076601986835422,-0.0550019098216927,-0.320844473959874,-0.14858641283079,0.332134334562943,0.0229174624257053,0.284176534078746,0.43264867265436,0.366679398811285,0.0917739608660764,0.14421622421812,0.80006519583663,-0.0425566593530122,-0.283375250114856,-0.338061701891407,-0.200838578101374,0.0149144868481503,0.195760633023856,-0.092436974789916,0.306407947341688,-0.137504774554232,-0.550019098216927,0.0458349248514106,-0.137504774554232,-0.256675579167899,NA,0.188916833409904,-0.53195003091736,1,0.243697478991597,0.733358797622569,0.57249470825981,0.234311674451602,0.603086028548502,NA,NA,-0.0696009386247014,0.412514323662695,-0.174002346561753,0.387776658051908,NA,-0.452406101060559,-0.481266710939811,0.266581505372889,0.34834542887072,0.339178443900438,-0.0795439298568016,0.253470939534878,0.365546218487395,-0.137504774554232,0.425566593530122,NA,0.49714956160501,NA
"SBS30",0.175733755838702,-0.104401407937052,0.412514323662695,-0.275009549108463,-0.394180353722131,-0.481266710939811,-0.102135982447229,-0.467516233484388,0.527101635791221,0.43264867265436,-0.498201501844415,0.641688947919748,-0.52251814330608,0.493831313231745,0.4354317860884,0.555013953809129,-0.725451309703271,-0.00851133187060244,-0.0936246505766269,-0.352976188739557,-0.273432258882755,-0.811722586493051,0.825268272264316,0.38300993417711,-0.613445378151261,-0.144692641800242,-0.275009549108463,-0.492725442152664,0.256675579167899,-0.275009549108463,-0.12833778958395,NA,-0.343033197507457,-0.601550969542062,0.243697478991597,1,0.481266710939811,-0.113624903929428,-0.0585779186129006,0.314653580112262,NA,NA,-0.104401407937052,0.550019098216927,-0.601550969542062,-0.372862171203757,NA,-0.0049714956160501,0.275009549108463,-0.227249807858856,-0.110003819643385,0.275009549108463,-0.253546276418555,0.231619996471526,0.0420168067226891,-0.275009549108463,0.595793230942171,NA,-0.0348004693123507,NA
"SBS31",0.730296743340221,0.122023382522994,-0.1875,-0.1875,-0.45,-0.1875,0.0696357518163944,0.175,-0.28125,0.0834279765589893,0.357548470967097,0.34375,0.3,0.762770071396474,0.34375,0.0834279765589893,0,0.557086014531156,0.394602593626235,0.108465228909328,-0.366070147568982,-0.47925723781702,0.230488611432322,0.719569435436076,-0.0916698497028211,-0.0696357518163944,-0.1875,-0.28125,0.05,-0.1875,-0.45,NA,0.379628301182648,-0.366070147568982,0.733358797622569,0.481266710939811,1,0.548240988816216,-0.319504825211347,0.476731294622796,NA,NA,-0.366070147568982,0.5625,-0.366070147568982,0.244046765045988,NA,-0.366070147568982,-0.1875,0.238365647311398,-0.05,0.65,0.013558153613666,0.500567859353936,0.458349248514106,-0.1875,0.533874097259024,NA,0.013558153613666,NA
"SBS32",0.905203810969629,0.191322445298157,-0.357548470967097,-0.357548470967097,-0.0476731294622796,0.572077553547355,-0.141642846359302,0.30510802855859,-0.297957059139248,0.127272727272727,0.559090909090909,0.238365647311398,0.657889186579459,0.477272727272727,-0.0119182823655699,-0.0909090909090909,0.354545454545455,0.380665149590625,0.194758913744041,0.025854384499751,0.27405647569736,-0.261116483933547,0.0465378920995517,0.584276741232122,0.502571690457085,-0.0708214231796511,-0.357548470967097,-0.119182823655699,-0.286038776773678,-0.357548470967097,-0.123950136601927,NA,0.253372968097559,-0.372303136796414,0.57249470825981,-0.113624903929428,0.548240988816216,1,-0.304635897922471,-0.168181818181818,NA,NA,-0.372303136796414,0.286038776773678,-0.0930757841991034,0.284398229497261,NA,-0.444695413395716,0,0.622727272727273,0.228831021418942,0.0762770071396474,-0.0465378920995517,0.504545454545455,0.0655528291900546,-0.357548470967097,-0.123937490564389,NA,0.232689460497759,NA
"SBS33",-0.45,0.118817705157201,0.273861278752583,0,0.273861278752583,0.410791918128875,-0.220370638676763,-0.200831604418561,-0.0456435464587638,0.0174077655955698,-0.504825202271524,-0.387970144899493,-0.182574185835055,-0.644087327036082,0.0456435464587638,-0.121854359168988,0.0696310623822791,0.220370638676763,-0.762821441573412,-0.386157541760903,0.128719180586968,0.216666666666667,-0.237635410314402,-0.610257153258729,-0.24267994853916,0.305128576629365,0,-0.365148371670111,0.0365148371670111,0,0.438178046004133,NA,-0.574285574926471,-0.287142787463236,0.234311674451602,-0.0585779186129006,-0.319504825211347,-0.304635897922471,1,0.235004835540192,NA,NA,0.217832459454868,-0.136930639376292,0.336650164612069,0.0297044262893002,NA,0.0297044262893002,-0.410791918128875,-0.382970843102535,0.365148371670111,-0.200831604418561,-0.42576344347997,-0.0348155311911396,0.0753144667880151,0,0.254273813857804,NA,0.633694427505072,NA
"SBS34",0.078334945180064,0.0465378920995517,0.143019388386839,0.286038776773678,-0.0286038776773678,-0.357548470967097,0.41607586118045,-0.238365647311398,-0.119182823655699,-0.568181818181818,0.109090909090909,-0.238365647311398,-0.114415510709471,0.218181818181818,0.500567859353936,-0.0272727272727273,-0.0409090909090909,0.681656198104142,-0.0708214231796511,-0.227518583597808,-0.698068381493276,0.130558241966773,-0.160297183898456,-0.194758913744041,-0.419538106816349,0.239022303231322,0.286038776773678,-0.536322706450646,0.314642654451045,0.286038776773678,-0.228831021418942,NA,0.367132259896464,-0.186151568398207,0.603086028548502,0.314653580112262,0.476731294622796,-0.168181818181818,0.235004835540192,1,NA,NA,0.180980691498257,0,-0.186151568398207,0.418841028895965,NA,-0.299910860197111,-0.357548470967097,-0.0318181818181818,-0.0381385035698237,0.352781158020869,-0.00517087689995019,-0.313636363636364,0.406427540978338,0.286038776773678,0.584276741232122,NA,0.108588414898954,NA
"SBS35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBS36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBS37",-0.306945738322769,-0.476470588235294,0.325395686727984,-0.244046765045988,-0.227776980709589,-0.244046765045988,0.322263797804304,-0.195237412036791,0.108465228909328,-0.517087689995019,-0.0930757841991034,-0.366070147568982,-0.195237412036791,-0.025854384499751,0.108465228909328,0.517087689995019,-0.465378920995517,-0.342405285167073,-0.181273386264921,0,-0.476470588235294,0.297044262893002,-0.188235294117647,-0.543820158794764,0.109372903553102,0.151061155220768,-0.244046765045988,0.244046765045988,-0.108465228909328,-0.244046765045988,0.130158274691194,NA,0,0,-0.0696009386247014,-0.104401407937052,-0.366070147568982,-0.372303136796414,0.217832459454868,0.180980691498257,NA,NA,1,-0.244046765045988,-0.476470588235294,-0.476470588235294,NA,0.347058823529412,-0.244046765045988,0.0672213996993525,-0.357935255400783,-0.585712236110372,0,-0.698068381493276,0.348004693123507,-0.244046765045988,0.171202642583537,NA,0.235294117647059,NA
"SBS38",0.410791918128875,0.488093530091976,-0.125,-0.125,-0.3,-0.125,-0.417814510898367,-0.3,-0.1875,0.572077553547355,0,0.75,-0.3,0.429058165160517,-0.1875,0.572077553547355,-0.357548470967097,0.139271503632789,0.417814510898367,-0.244046765045988,-0.244046765045988,-0.547722557505166,0.650791373455968,0.557086014531156,-0.481266710939811,0.417814510898367,-0.125,-0.1875,0.45,-0.125,-0.3,NA,-0.244046765045988,-0.244046765045988,0.412514323662695,0.550019098216927,0.5625,0.286038776773678,-0.136930639376292,0,NA,NA,-0.244046765045988,1,-0.244046765045988,-0.244046765045988,NA,-0.244046765045988,-0.125,-0.357548470967097,0.3,0.6,0.325395686727984,0.572077553547355,0,-0.125,0.278543007265578,NA,0.325395686727984,NA
"SBS39",-0.316847213752536,0.605882352941176,-0.244046765045988,0.650791373455968,0.61825180478317,0.488093530091976,-0.342405285167073,0.162697843363992,-0.366070147568982,0.025854384499751,0.139613676298655,-0.366070147568982,0.130158274691194,-0.698068381493276,-0.366070147568982,-0.698068381493276,0.785973288792429,0.302122310441535,-0.0503537184069226,-0.0235294117647059,0.394117647058824,0.524778197777637,-0.476470588235294,-0.352476028848458,-0.0447434605444509,0.322263797804304,0.650791373455968,0.013558153613666,0.130158274691194,0.650791373455968,0.0325395686727984,NA,-0.0235294117647059,0.523529411764706,-0.174002346561753,-0.601550969542062,-0.366070147568982,-0.0930757841991034,0.336650164612069,-0.186151568398207,NA,NA,-0.476470588235294,-0.244046765045988,1,0.605882352941176,NA,-0.105882352941176,-0.244046765045988,-0.27922735259731,0.596558759001305,0.238623503600522,0.235294117647059,0.118930168698854,-0.422577127364258,0.650791373455968,-0.533749415113379,NA,0,NA
"SBS40",0.277241312033469,0.523529411764706,-0.244046765045988,0.650791373455968,0.509786575873842,0.325395686727984,0.0604244620883071,0.130158274691194,-0.366070147568982,-0.444695413395716,0.579138212794421,-0.366070147568982,0.379628301182648,-0.0930757841991034,0.122023382522994,-0.698068381493276,0.81699855019213,0.835871725554915,0.100707436813845,-0.105882352941176,-0.0235294117647059,0.415861968050203,-0.476470588235294,-0.130919667857999,0.0049714956160501,0.241697848353228,0.650791373455968,-0.366070147568982,0.130158274691194,0.650791373455968,-0.282009595164253,NA,0.558823529411765,0.235294117647059,0.387776658051908,-0.372862171203757,0.244046765045988,0.284398229497261,0.0297044262893002,0.418841028895965,NA,NA,-0.476470588235294,-0.244046765045988,0.605882352941176,1,NA,-0.476470588235294,-0.244046765045988,0.232689460497759,0.466400484310111,0.401321346964514,0.235294117647059,-0.0465378920995517,-0.164059355329653,0.650791373455968,-0.271910079397382,NA,-0.105882352941176,NA
"SBS41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBS42",-0.39605901719067,-0.476470588235294,0.650791373455968,-0.244046765045988,-0.585712236110372,-0.244046765045988,-0.352476028848458,0.303702640946119,0.379628301182648,0.0982466610990536,-0.227518583597808,-0.366070147568982,0.0108465228909328,0.025854384499751,0.379628301182648,0.253372968097559,-0.191322445298157,-0.594173877201686,-0.0503537184069226,0.476470588235294,-0.105882352941176,-0.188128033165568,-0.0235294117647059,-0.241697848353228,0.149144868481503,-0.382688259892611,-0.244046765045988,0.596558759001305,-0.585712236110372,-0.244046765045988,-0.292856118055186,NA,-0.105882352941176,0.264705882352941,-0.452406101060559,-0.0049714956160501,-0.366070147568982,-0.444695413395716,0.0297044262893002,-0.299910860197111,NA,NA,0.347058823529412,-0.244046765045988,-0.105882352941176,-0.476470588235294,NA,1,-0.244046765045988,0.0982466610990536,-0.227776980709589,-0.292856118055186,-0.105882352941176,-0.186151568398207,0.139201877249403,-0.244046765045988,-0.120848924176614,NA,-0.476470588235294,NA
"SBS44",0,-0.244046765045988,-0.125,-0.125,0.3,-0.125,0.278543007265578,-0.3,0.5625,0.286038776773678,-0.357548470967097,0.5625,-0.3,0,-0.1875,0,-0.357548470967097,-0.417814510898367,-0.139271503632789,-0.244046765045988,0.488093530091976,-0.273861278752583,0.488093530091976,0.278543007265578,0,-0.417814510898367,-0.125,-0.1875,0.15,-0.125,0.45,NA,-0.244046765045988,-0.244046765045988,-0.481266710939811,0.275009549108463,-0.1875,0,-0.410791918128875,-0.357548470967097,NA,NA,-0.244046765045988,-0.125,-0.244046765045988,-0.244046765045988,NA,-0.244046765045988,1,0,-0.3,-0.3,-0.244046765045988,0,-0.481266710939811,-0.125,-0.139271503632789,NA,-0.244046765045988,NA
"SBS84",0.644087327036082,-0.372303136796414,0.143019388386839,-0.357548470967097,-0.238365647311398,0.286038776773678,0.106232134769477,0.438592791052972,0.119182823655699,-0.372727272727273,0.563636363636364,-0.297957059139248,0.734166193719106,0.531818181818182,0.500567859353936,-0.109090909090909,0.290909090909091,0.132790168461846,0.0354107115898256,0.284398229497261,0.0465378920995517,-0.113150476371204,-0.212005952897958,0.168200880051671,0.725451309703271,-0.460339250667732,-0.357548470967097,0.119182823655699,-0.715096941934194,-0.357548470967097,-0.276504150881222,NA,0.55328382829467,-0.186151568398207,0.266581505372889,-0.227249807858856,0.238365647311398,0.622727272727273,-0.382970843102535,-0.0318181818181818,NA,NA,0.0672213996993525,-0.357548470967097,-0.27922735259731,0.232689460497759,NA,0.0982466610990536,0,1,-0.143019388386839,-0.362315783913325,-0.186151568398207,-0.127272727272727,0.179177733119483,-0.357548470967097,-0.230169625333866,NA,-0.27922735259731,NA
"SBS85",0.200831604418561,0.856875308383692,0.15,0.45,0.48,0.6,-0.724211818890502,-0.36,-0.075,0.181157891956663,0.162088640171751,0.05,-0.12,-0.238365647311398,-0.075,-0.0476731294622796,0.409988913375605,0.519946946895745,-0.0928476690885259,-0.585712236110372,0.130158274691194,0.0182574185835055,0.119311751800261,-0.259973473447873,-0.357512413841002,0.649933683619682,0.45,-0.45,0.28,0.45,-0.24,NA,-0.206083934927723,0.0108465228909328,0.34834542887072,-0.110003819643385,-0.05,0.228831021418942,0.365148371670111,-0.0381385035698237,NA,NA,-0.357935255400783,0.3,0.596558759001305,0.466400484310111,NA,-0.227776980709589,-0.3,-0.143019388386839,1,0.26,0.314549163837052,0.152554014279295,-0.595854023068337,0.45,-0.46423834544263,NA,0.303702640946119,NA
"SBS86",0.219089023002066,0.596558759001305,-0.3,0.45,-0.12,-0.3,-0.167125804359347,0.04,-0.45,0.200227143741574,0.276504150881222,0.3,-0.06,0.266969524988766,-0.05,-0.114415510709471,0.20976176963403,0.519946946895745,0.594225082166566,0.0759256602365297,-0.357935255400783,-0.146059348668044,0.130158274691194,0.445668811624924,-0.504184173365516,0.315682074900988,0.45,-0.15,0.48,0.45,-0.54,NA,0.27116307227332,0.238623503600522,0.339178443900438,0.275009549108463,0.65,0.0762770071396474,-0.200831604418561,0.352781158020869,NA,NA,-0.585712236110372,0.6,0.238623503600522,0.401321346964514,NA,-0.292856118055186,-0.3,-0.362315783913325,0.26,1,0.466400484310111,0.46719666873034,0.082502864732539,0.45,0.222834405812462,NA,-0.130158274691194,NA
"SBS87",0.0792118034381339,0.605882352941176,-0.244046765045988,0.650791373455968,0.130158274691194,-0.244046765045988,-0.120848924176614,-0.195237412036791,-0.366070147568982,-0.227518583597808,0.599821720394222,0.108465228909328,-0.195237412036791,0.118930168698854,-0.366070147568982,0.191322445298157,0.160297183898456,0.130919667857999,0.795588750829376,0,-0.476470588235294,0.336650164612069,-0.0235294117647059,-0.0503537184069226,-0.268460763266705,0.654598339289993,0.650791373455968,0.244046765045988,0.509786575873842,0.650791373455968,-0.585712236110372,NA,0.452941176470588,0.711764705882353,-0.0795439298568016,-0.253546276418555,0.013558153613666,-0.0465378920995517,-0.42576344347997,-0.00517087689995019,NA,NA,0,0.325395686727984,0.235294117647059,0.235294117647059,NA,-0.105882352941176,-0.244046765045988,-0.186151568398207,0.314549163837052,0.466400484310111,1,-0.227518583597808,-0.293318241346956,0.650791373455968,-0.463254209343688,NA,-0.188235294117647,NA
"SBS88",0.356859194709181,0.232689460497759,-0.357548470967097,-0.357548470967097,-0.238365647311398,0.286038776773678,-0.407223183282994,0.362315783913325,-0.297957059139248,0.786363636363636,-0.0909090909090909,0.476731294622796,0.286038776773678,0.154545454545455,-0.202610800214688,-0.140909090909091,0.145454545454545,0.0973794568720203,0.123937490564389,0.180980691498257,0.444695413395716,-0.522232967867094,0.27405647569736,0.752477621283793,0.056812451964714,-0.185906235846584,-0.357548470967097,-0.0119182823655699,-0.0953462589245592,-0.357548470967097,0.0381385035698237,NA,-0.299910860197111,-0.299910860197111,0.253470939534878,0.231619996471526,0.500567859353936,0.504545454545455,-0.0348155311911396,-0.313636363636364,NA,NA,-0.698068381493276,0.572077553547355,0.118930168698854,-0.0465378920995517,NA,-0.186151568398207,0,-0.127272727272727,0.152554014279295,0.46719666873034,-0.227518583597808,1,0.126735469767439,-0.357548470967097,0.230169625333866,NA,0.191322445298157,NA
"SBS89",0.0669461927004578,-0.52200703968526,-0.137504774554232,-0.481266710939811,-0.660022917860312,-0.275009549108463,0.425566593530122,0.550019098216927,-0.4354317860884,-0.249100750922207,0.100514338091417,-0.320844473959874,0.440015278573541,0.319023768724932,0.252092086682758,0.0131105658380109,-0.0830335836407358,0.0680906549648196,0.076601986835422,0.586636482693912,-0.392748153667958,0.0167365481751145,-0.382805162435858,0.229805960506266,0.323529411764706,-0.280873951729881,-0.481266710939811,0.297927011534169,-0.357512413841002,-0.481266710939811,-0.0275009549108463,NA,0.283375250114856,-0.154116364097553,0.365546218487395,0.0420168067226891,0.458349248514106,0.0655528291900546,0.0753144667880151,0.406427540978338,NA,NA,0.348004693123507,0,-0.422577127364258,-0.164059355329653,NA,0.139201877249403,-0.481266710939811,0.179177733119483,-0.595854023068337,0.082502864732539,-0.293318241346956,0.126735469767439,1,-0.481266710939811,0.73197454087181,NA,0.149144868481503,NA
"SBS90",-0.273861278752583,0.650791373455968,-0.125,1,0.6,-0.125,0,-0.3,-0.1875,-0.357548470967097,0.286038776773678,-0.1875,-0.3,-0.357548470967097,-0.1875,-0.357548470967097,0.429058165160517,0.417814510898367,0.278543007265578,-0.244046765045988,-0.244046765045988,0.547722557505166,-0.244046765045988,-0.417814510898367,-0.481266710939811,0.557086014531156,1,-0.1875,0.6,1,-0.3,NA,0.325395686727984,0.650791373455968,-0.137504774554232,-0.275009549108463,-0.1875,-0.357548470967097,0,0.286038776773678,NA,NA,-0.244046765045988,-0.125,0.650791373455968,0.650791373455968,NA,-0.244046765045988,-0.125,-0.357548470967097,0.45,0.45,0.650791373455968,-0.357548470967097,-0.481266710939811,1,-0.417814510898367,NA,-0.244046765045988,NA
"SBS91",-0.0169515875905203,-0.362546772529842,0,-0.417814510898367,-0.46423834544263,-0.417814510898367,0.379310344827586,0,-0.0928476690885259,0.0619687452821947,-0.389517827488081,0.139271503632789,-0.111417202906231,0.256727659026235,0.278543007265578,0.194758913744041,-0.469191928565189,0.137931034482759,-0.189655172413793,0.0503537184069226,-0.352476028848458,-0.305128576629365,0.130919667857999,0.275862068965517,-0.246828624247471,-0.172413793103448,-0.417814510898367,-0.255331089993446,0.0928476690885259,-0.417814510898367,0.185695338177052,NA,-0.151061155220768,-0.533749415113379,0.425566593530122,0.595793230942171,0.533874097259024,-0.123937490564389,0.254273813857804,0.584276741232122,NA,NA,0.171202642583537,0.278543007265578,-0.533749415113379,-0.271910079397382,NA,-0.120848924176614,-0.139271503632789,-0.230169625333866,-0.46423834544263,0.222834405812462,-0.463254209343688,0.230169625333866,0.73197454087181,-0.417814510898367,1,NA,0.31219305412292,NA
"SBS92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBS93",0.0594088525786005,0.264705882352941,-0.244046765045988,-0.244046765045988,0.260316549382387,0.488093530091976,-0.040282974725538,-0.292856118055186,-0.366070147568982,0.0982466610990536,-0.191322445298157,0.108465228909328,-0.0976187060183953,-0.299910860197111,-0.366070147568982,0.170638937698356,-0.0930757841991034,0.251768592034613,-0.392759003573996,-0.476470588235294,0.105882352941176,0.138620656016734,-0.0235294117647059,-0.140990411539383,-0.0845154254728517,0.523678671431995,-0.244046765045988,-0.366070147568982,0.27116307227332,-0.244046765045988,0.520633098764775,NA,-0.476470588235294,-0.476470588235294,0.49714956160501,-0.0348004693123507,0.013558153613666,0.232689460497759,0.633694427505072,0.108588414898954,NA,NA,0.235294117647059,0.325395686727984,0,-0.105882352941176,NA,-0.476470588235294,-0.244046765045988,-0.27922735259731,0.303702640946119,-0.130158274691194,-0.188235294117647,0.191322445298157,0.149144868481503,-0.244046765045988,0.31219305412292,NA,1,NA
"SBS94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
